"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"1631",350273.21875,354248.78125,6.8273809524,0.130235374,880.829787234,NA,0,6.1550600128,-9.41667,46.36667,NA,NA,NA,NA,NA,NA,0,861.004089355,1,-3,NA,NA,NA,NA,-0.722453047661766,5485,"Seychelles' Protected Areas Finance Project"
"1635",842218.125,837.5385131836,184.2720247295,8.8861961365,1842.8843537415,462.6724243164,1,0,-4.65,55.43333,NA,NA,NA,NA,NA,NA,8.7865707434,1210.78088379,1,-2,NA,NA,NA,NA,1.0933157282911,5485,"Seychelles' Protected Areas Finance Project"
"1646",NA,NA,NA,NA,NA,NA,0,0,1,7,NA,NA,NA,NA,NA,NA,0,555.312255859,1,0,NA,NA,NA,NA,-0.722453047661766,5454,"Ratification and Implementation of the Nagoya Protocol on Access and Benefit Sharing (ABS) for the Member Countries of  the Central African Forests Commission COMIFAC"
"1651",2446.9626464844,691.3788452148,1694.2435897436,4.841006279,94.2233009709,322.7163391113,0,16.7750397185,-3.5,30,255.175,0,106.49375,20.475,17.775,19.0020833333,0.5755395683,2547.1262207,1,-2,0.868205311613291,0.868205311613291,-2.30360258483517,0.868205311613291,1.0933157282911,5454,"Ratification and Implementation of the Nagoya Protocol on Access and Benefit Sharing (ABS) for the Member Countries of  the Central African Forests Commission COMIFAC"
"1653",1520.5865478516,17595.171875,342.0866336634,0.1406189352,706.9065420561,6.0646119118,2,0,15,19,55.25,0,10.5541666667,34.625,22.15,29.4958333333,0,1326.93322754,1,0,0.626029505243885,0.626029505243885,0,0.626029505243885,-0.722453047661766,5454,"Ratification and Implementation of the Nagoya Protocol on Access and Benefit Sharing (ABS) for the Member Countries of  the Central African Forests Commission COMIFAC"
"1665",3465.9426269531,274.7145996094,1523.5443037975,6.4136433601,55.580952381,1541.6683349609,0,60.7433308,10,-84,511.85,131.975,309.8520833333,24.55,22.7,23.5395833333,32.2158273381,1564.54370117,1,-2,0.938633223860115,0.938633223860115,-2.13075773279687,0.938633223860115,1.0933157282911,5420,"Promoting the Application of the Nagoya Protocol through the Development of Nature-based Products, Benefit-sharing and Biodiversity Conservation"
"1667",1663.2242431641,2290.7612304688,97.0063663075,0.1046656296,68.030075188,277.6815185547,0,0.0523478523,41.5,60.5,35.025,0.025,9.0604166667,29,-5.95,13.8625,10.276635514,2220.65576172,1,-3,0.898560097867398,0.898560097867398,-3.33867485004071,0.898560097867398,-0.722453047661766,5403,"Conservation and Sustainable Use of Agricultural Biodiversity to Improve Regulating and Supporting Ecosystem Services in Agriculture Production "
"1668",1782.89453125,8778.5634765625,466.9802431611,0.8341898322,281.1201550388,53.5823745728,0,0.0035941266,38.58333,66,106.75,0,35.3395833333,29.275,0.325,16.91875,17.4015296367,1877.13049316,1,0,0.903007940346127,0.903007940346127,0,0.903007940346127,-0.722453047661766,5403,"Conservation and Sustainable Use of Agricultural Biodiversity to Improve Regulating and Supporting Ecosystem Services in Agriculture Production "
"1670",1548.8060302734,2930.6262207031,17.5952902519,0.0863782018,333.6576763485,64.013343811,0,0.0290706351,32.26489,45.43677,41.8,0,9.2291666667,35.6,10.65,24.2708333333,0,983.574035645,1,-1,0.695417901551889,0.695417901551889,-1.43798426495552,0.695417901551889,-0.722453047661766,5392,"Initial Steps for the Establishment of the National Protected Areas Network"
"1671",2163.3801269531,1123.2932128906,50.7114130435,0.2253803015,97.0966386555,112.7964553833,0,0,33,44,41.825,0,9.9270833333,35.925,9.925,23.6708333333,2.7157464213,1182.1340332,1,-1,0.728070183971732,0.728070183971732,-1.37349395980598,0.728070183971732,1.0933157282911,5392,"Initial Steps for the Establishment of the National Protected Areas Network"
"1672",2425.6948242188,546.4281616211,113.6444201313,0.7503083944,251.0588235294,29.6337413788,0,0,32.3824163085,47.3673706055,43.3,0,13.2916666667,36.3,9.6,24.45,14.8556701031,1160.70996094,1,0,0.812650739796096,0.812650739796096,0,0.812650739796096,1.0933157282911,5392,"Initial Steps for the Establishment of the National Protected Areas Network"
"1673",1254.6778564453,3426.7609863281,5.2310536044,0.1357409209,159.9789719626,31.212064743,0,0.458520718,16.48778,-15.98806,64.575,0,16.8104166667,30.2,23.625,27.3958333333,0.1697674419,1723.03320312,1,-3,0.582747323809602,0.582747323809602,-5.14802878954134,0.582747323809602,-0.722453047661766,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1674",2575.5170898438,1204.4591064453,6.8785450062,0.1713259816,136.9674418605,41.4964599609,0,0.0027190871,16.25,-16,68.3,0,18.6416666667,30.2,23.75,27.3625,0.0466200466,1379.86621094,1,-3,0.564762934735765,0.564762934735765,-5.31196333095692,0.564762934735765,1.0933157282911,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1675",1238.9104003906,4046.1604003906,4.4484249537,0.1302754879,220.1888111888,49.1963119507,0,0.6637127435,16.20306,-16.40389,81.9,0,21.25,29.7,23.5,26.475,0.1381733021,1630.55334473,1,-3,0.624444568688785,0.624444568688785,-4.80426950673849,0.624444568688785,-0.722453047661766,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1676",2513.9736328125,946.0912475586,8.4150246305,0.2060666084,114.6573426573,33.2997283936,0,0.2019893818,16.17278,-15.91472,68.3,0,18.6416666667,30.2,23.75,27.3625,0.3720930233,1460.27648926,1,-3,0.56999402519663,0.56999402519663,-5.26321306432133,0.56999402519663,1.0933157282911,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1677",1732.3013916016,2480.8422851563,4.8383900929,0.1674438864,128.0046511628,41.4964599609,0,0.1667006848,16.27333,-16.13778,81.9,0,21.25,29.7,23.5,26.475,0.4089834515,1458.2755127,1,-3,0.602389843017016,0.602389843017016,-4.9801636511246,0.602389843017016,-0.722453047661766,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1678",2210.7512207031,1381.8848876953,4.8578491965,0.1472210586,71.8888888889,37.3553695679,0,0.5608683621,16.334,-15.839,54.7,0,16.0333333333,30.7,24,28.25,0.0495283019,1561.98327637,1,-3,0.535760327756631,0.535760327756631,-5.59951874854524,0.535760327756631,1.0933157282911,5371,"Project for the Restoration and Strengthening the Resilience of the Lake de Guiers Wetland Ecosystems (PRRELAG)"
"1679",1768.0090332031,875.5809326172,17.0277078086,0.5329791903,191.4120734908,31.7658901215,0,22.7525087208,12,-15,402.95,0,113.4083333333,29.15,26,27.6083333333,0,3227.83203125,1,-3,0.803195506973501,0.803195506973501,-3.73508065465184,0.803195506973501,1.0933157282911,5368,"Strengthening the Financial and Operational Framework of the National PA System in Guinea-Bissau"
"1682",1920.2593994141,1266.0650634766,173.5191470844,2.3621079922,97.4451827243,87.9615783691,0,12.8090944303,48.16667,28.25,111.1,4.7,43.8416666667,22.8,-7.1,9.7416666667,5.6955810147,2687.57421875,1,-1,0.936217994571926,0.936217994571926,-1.06812730133139,0.936217994571926,1.0933157282911,5355,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Land-Use Practices"
"1683",1698.5072021484,1541.2620849609,55.7384684281,1.3130351305,47.6303236797,90.5684051514,0,11.6812757886,46.63679,29.66651,99.7,0,39.5333333333,24.2,-5.8,11.0166666667,3.2040816327,2595.36376953,1,0,0.92715880032535,0.92715880032535,0,0.92715880032535,1.0933157282911,5355,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Land-Use Practices"
"1684",1958.7059326172,1204.6650390625,119.9582772544,1.5041348934,92.8719723183,65.9794082642,0,5.3094374573,46.5,29.66667,102.3,3.45,40.275,24.55,-5.55,11.0333333333,0.7572649573,2620.27563477,1,0,0.911906324530042,0.911906324530042,0,0.911906324530042,1.0933157282911,5355,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Land-Use Practices"
"1686",2190.7182617188,1284.9067382813,171.4262008734,2.3416283131,95.0518394649,91.6563415527,0,10.9921808023,48.13119,28.29348,121.35,3.5,41.9541666667,22.7,-7,9.775,5.134551495,2680.78759766,1,-1,0.929606684987536,0.929606684987536,-1.07572376161797,0.929606684987536,1.0933157282911,5355,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Land-Use Practices"
"1693",2109.2033691406,901.7847290039,68.9151785714,0.804864049,115.0528846154,73.9759216309,0,10.3905701452,8.33333,-75.66667,235.3,0,107.5333333333,28.7,28,28.3,1.4292565947,3149.13085938,1,-1,0.846351381258035,0.846351381258035,-1.18154235007401,0.846351381258035,1.0933157282911,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1694",2210.794921875,7084.626953125,17.5420918367,0.1617159694,257.2403846154,25.1496982574,0,38.0808529114,9,-74.33333,238.4,0,126.9166666667,30.35,28.85,29.6708333333,0.1918465228,4460.75585938,1,-1,0.938489217566244,0.938489217566244,-1.06554234324958,0.938489217566244,-0.722453047661766,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1695",2454.3981933594,585.6000366211,2810.3104993598,4.80194664,18.0582524272,2633.8852539063,1,24.6078052033,4.6252636894,-74.0669103292,132.85,3.4,62.975,15.4,13.85,14.5583333333,48.7780429594,1531.45385742,1,-1,0.973243002952867,0.973243002952867,-1.02749261691679,0.973243002952867,1.0933157282911,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1696",2454.3981933594,585.6000366211,2810.3104993598,4.80194664,18.0582524272,2633.8852539063,1,24.6078052033,4.6252636894,-74.0669103292,132.85,3.4,62.975,15.4,13.85,14.5583333333,48.7780429594,1531.45385742,1,-1,0.973243002952867,0.973243002952867,-1.02749261691679,0.973243002952867,1.0933157282911,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1698",1582.0988769531,1339.2386474609,30.6454081633,0.2321343273,130.6538461538,22.4524078369,0,24.9086861515,9,-75,196.9,4.85,92.3708333333,29.325,27.95,28.6041666667,1.8225419664,3950.70092773,1,-1,0.876862263972458,0.876862263972458,-1.14042996384596,0.876862263972458,1.0933157282911,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1699",3774.0302734375,3761.1357421875,233.168797954,5.5071511269,596.1658653846,20.7645816803,1,97.794641383,6,-77,680.325,123.675,422.58125,29.35,27.925,28.6729166667,0,1874.48120117,1,-1,0.977684461836619,0.977684461836619,-1.02282488781857,0.977684461836619,-0.722453047661766,5288,"Implementing the Socio-Ecosystem Connectivity Approach to Conserve and Sustainable Use Biodiversity in the Caribbean Region of Colombia"
"1706",1787.5299072266,1321.9090576172,930.1889168766,4.1077504158,350.695754717,8.9337158203,0,21.7138338032,-12,-42,331.875,0,60.8583333333,23.325,19.45,21.5291666667,0,3158.01074219,1,0,0.848004066486312,0.848004066486312,0,0.848004066486312,1.0933157282911,5201,"Alliance for Zero Extinction (AZE): Conserving Earth's Most Irreplaceable Sites for Endangered Biodiversity"
"1709",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,5172,"Global Support for the Entry into Force of the Nagoya Protocol on Access and Benefit Sharing"
"1711",NA,NA,90.88,5.7637858391,522,31.7391643524,1,4.0513925051,3,106,180,0,64.2083333333,29.5,26.9,28.375,0,724.667663574,1,-1,NA,NA,NA,NA,-0.722453047661766,5171,"CTI: Coral Reef Rehabilitation and Management Program-Coral Triangle Initiative, Phase III (COREMAP-CTI III)"
"1722",3774.0302734375,3761.1357421875,233.168797954,5.5071511269,596.1658653846,20.7645816803,1,97.794641383,6,-77,680.325,123.675,422.58125,29.35,27.925,28.6729166667,0,1874.48120117,1,-1,0.977684461836619,0.977684461836619,-1.02282488781857,0.977684461836619,-0.722453047661766,5160,"The Development and Production of Natural Dyes in the Choco Region of Colombia for the Food, Cosmetics and Personal Care Industries Under the Provisions of the Nagoya Protocol"
"1725",1686.4379882813,5575.2431640625,5.2052696078,0.1202322617,143.6365740741,225.7388458252,0,1.7508940049,17,95,658.925,0,265.5104166667,29.925,23.55,26.7,0,2480.26831055,1,0,0.875029436196033,0.875029436196033,0,0.875029436196033,-0.722453047661766,5159,"Strengthening Sustainability of Protected Area Management "
"1726",2047.3218994141,3345.2541503906,105.1930870083,0.6855362654,105.3646788991,192.024887085,0,0.082725832,22.25,95,306.45,0,82.7625,30.55,21.25,26.7875,0.6040268456,1978.36572266,1,-2,0.537814686281435,0.537814686281435,-3.71875304080746,0.537814686281435,-0.722453047661766,5159,"Strengthening Sustainability of Protected Area Management "
"1732",2923.904296875,3885.1398925781,32.2916666667,0.1371736079,144.9449541284,100.596572876,0,0.0045873006,23,71.75,134.9,0,19.8166666667,34.1,20.35,28.1708333333,5.4161073826,1778.05322266,1,-3,0.538580314845787,0.538580314845787,-5.57019987048542,0.538580314845787,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1735",1507.7349853516,1958.1473388672,353.9537540805,1.5611191988,21.5903361345,856.9443969727,0,3.4339375621,32.75,74.83333,261.8,0,63.125,33.3,13.5,24.575,32.1971252567,2590.99365234,1,-3,0.869867733205457,0.869867733205457,-3.44880018591449,0.869867733205457,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1737",2179.6047363281,2967.197265625,307.2338709677,0.3885045648,170.8956521739,143.7668762207,0,6.56833144676e-06,26.58333,73.83333,35.35,0,8.8708333333,35.6,16.25,27.5208333333,4.4836601307,1860.30786133,1,-2,0.608085405137478,0.608085405137478,-3.28901168010739,0.608085405137478,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1739",1899.8957519531,1804.4289550781,23.2150411281,0.1785828769,79.8603603604,852.0135498047,0,0.2193931157,24,88,373.15,0,123.7583333333,30.675,18.7,26.1041666667,6.1208791209,2386.89648438,1,-2,0.703363735683331,0.703363735683331,-2.84347898325603,0.703363735683331,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1741",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1743",4095.4716796875,1268.4812011719,467.1508515815,0.4683832824,212.126146789,164.9273681641,0,0.0260913855,19.5,76,232.8,0,58.36875,33.5,20.775,26.6958333333,5.7762237762,2159.75537109,1,0,0.692733252168581,0.692733252168581,0,0.692733252168581,1.0933157282911,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1744",2372.9313964844,2616.3413085938,574.4130952381,1.0252149105,137.6743119266,164.6140136719,0,1.0480887461,23.5,78.5,466.15,0.375,74.3625,35.55,18.375,26.7875,0,2309.15380859,1,-3,0.564153703219781,0.564153703219781,-5.31769973834821,0.564153703219781,-0.722453047661766,5137,"Mainstreaming Agrobiodiversity Conservation and Utilization in Agricultural Sector to Ensure Ecosystem Services and Reduce Vulnerability"
"1747",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,5132,"Integrated Management of Wetland Biodiversity and Ecosystems Services (IMWBES)"
"1748",1249.275390625,2364.5744628906,211.2798672566,0.1937604994,61.9768907563,360.993927002,0,1.6200785916,31.1634488536,75.000467236,210.7,2,54.9291666667,33.75,12.5,24.6875,10.6317991632,2969.67871094,1,-3,0.768866897634287,0.768866897634287,-3.90184570207229,0.768866897634287,-0.722453047661766,5132,"Integrated Management of Wetland Biodiversity and Ecosystems Services (IMWBES)"
"1749",19447.126953125,316371.4375,20.7580952381,0.6920931935,63.9347826087,1439.7354736328,0,39.9857806418,9.0356365292,76.6348078165,538.4,6.9,200.075,29.15,26.75,27.7291666667,12.1770334928,3040.54394531,1,-3,0.9152741302814,0.9152741302814,-3.27770653703241,0.9152741302814,-0.722453047661766,5132,"Integrated Management of Wetland Biodiversity and Ecosystems Services (IMWBES)"
"1750",1853.2800292969,2922.4748535156,49.9006968641,0.1646569669,78.5818584071,1175.8468017578,0,0.208856741,25.75,85.75,274.9,0,81.0916666667,30.8,17.6,25.9166666667,3.9607843137,2594.25073242,1,-2,0.61455691580545,0.61455691580545,-3.25437717575558,0.61455691580545,-0.722453047661766,5132,"Integrated Management of Wetland Biodiversity and Ecosystems Services (IMWBES)"
"1752",2640.7934570313,3014.4953613281,3.4603174603,0.1058705151,119.5569306931,521.5789794922,0,3.875901191,22.5,89.33333,480.65,0,158.4375,29.95,19.65,26.4208333333,0.1879194631,1807.49780273,1,-3,0.668771206986735,0.668771206986735,-4.48583905625516,0.668771206986735,-0.722453047661766,5099,"Expanding the PA System to Incorporate Important Aquatic Ecosystems"
"1766",2067.1479492188,1052.2822265625,74.5817369093,1.3568384647,84.4724220624,34.8287620544,0,36.2594638663,-4.61099,-44.97837,396.3,2.3,120.5208333333,27.75,25.4,26.525,1.3058252427,3584.65258789,1,0,0.89638550781482,0.89638550781482,0,0.89638550781482,1.0933157282911,5091,"Mainstreaming Biodiversity Conservation and Sustainable Use into NTFP and AFS Production Practices in Multiple-Use Forest Landscapes of High Conservation Value"
