"AidData Project ID","round","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001152969","Land Degradation","3196","UNDP","UNDP","","Asia","","Samoa","","WS","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Natural Resources, Environment and Meteorology in collbaoration with PEG (Project Executive Group)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3403","","-15-","","","","","","","0","","","","","","","","0","","","","","","48000","","","7-Jun-06","","","","","","","","","","","","","","9-Feb-07","","","","9-Feb-07","","","","","","","","","","","","","SIDS,"
"906001152971","Land Degradation","3213","UNDP","UNDP","","Asia","","Niue","","NU","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of Agriculture, Forestry & Fisheries; Department of Environment; Department of Justice, Lands and Survey; Economic Planning Development & Statistics Unit","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3400","","-15-","","","","","","","0","","","","","","","","0","","","","","","1005339","","","","","","","","","","","","","","","","","28-Feb-07","","","","28-Feb-07","","","","","","","","","","","","","SIDS,"
"906001152973","Land Degradation","3221","UNDP","UNDP","","AFR","","Congo DR","","ZR","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministere de l' Environment, Conservation de la Nature, Eaux et Forets","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3383","","-15-","","","","","","","0","","","","","","","","0","","","","","","","","","30-Aug-06","","","","","","","","","","","","","","14-Dec-07","","","","14-Dec-07","","","","","","","","","","","","","AFR,"
"906001152975","Land Degradation","3222","UNDP","UNDP","","AFR","","Central African Republic","","CF","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment (MEDDES)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3381","","-15-","","","","","","","0","","","","","","","","0","","","","","","","","","1-Feb-05","","","","","","","","","","","","","","13-May-08","","","","13-May-08","","","","","","","","","","","","","AFR,"
"906001152977","Land Degradation","2377","UNEP","UNEP","","REG","ECA, ECA","Regional","Kyrgyzstan, Tajikistan","00, TJ, KG","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","UN collaboration with: CDE-Univ. Switzerland; Ministry of Environment & Nature Protection, Tajikistan; Ministry of Labor & Social Protec. Kyrgyzstan; AKDN; Hokkaido Univ. Japan.","Government","PH","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-","","","","","","","650000","","","650000","","","","","3000000","","3000000","328500","","","6000000","","6697380","3-Oct-03","","12-Jun-06","1-Aug-06","1-Aug-06","","9-Aug-07","","","","","","","","28-Sep-07","","","","1-Sep-07","1-May-12","","","","","","","","","1-Sep-07","31-Dec-11","","ECA, REG,"
"906001152979","Land Degradation","2175","UNEP","UNEP","","ECA","ECA","Regional","Kyrgyz Republic, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TJ, TM, UZ","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","UNEP�s Regional Resource Center for Asia and Pacific & Interstate Sustainable Development Commission (ISDC) for Central Asia","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","","-15-12-","","","","","","","25000","","25000","","","","","","975000","","","146000","","","1715500","","","8-Jun-02","","","","19-Apr-05","19-Apr-05","","","","","","","","","19-Apr-05","","","","1-Dec-05","1-Dec-08","1-Dec-10","","","","","","","","1-Oct-05","","","ECA, REG,"
"906001152981","Land Degradation","2740","UNDP","UNDP","","ECA","","Uzbekistan","","UZ","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","State Committee for Nature Protection (Goskompriroda)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3148","","-15-","LD-2;",";16;","","","","","49641","","49641","","","","","","950359","950359","","0","","","2665050","2665050","","","","","","28-Aug-07","28-Aug-07","","","","","","","","","26-Sep-07","","","","17-Dec-07","31-Mar-13","1-Mar-12","","","31-Dec-13","","","","","","","","ECA,"
"906001152983","Land Degradation","2560","World Bank","World Bank","","ECA","","Kyrgyz Republic","","KG","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","GoK","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","95206","-15-9-","","","","","","","0","","","","","","","","1000000","","","146000","","","10760000","","","16-Jun-04","","","","26-Apr-05","26-Apr-05","","","","","","","","","19-May-05","","","","12-Aug-05","31-Oct-11","31-Mar-11","","","","","","","","12-Aug-05","31-Dec-08","","ECA,"
"906001152985","Land Degradation","3237","UNDP","UNDP","","ECA","","Tajikistan","","TJ","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","UNDP DEX (Communities Programme)","Multilateral","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","3366","","-15-","","","","","","","25000","","25000","","","","","","975000","975000","","","","","1053000","1053000","","29-Nov-06","","","","11-Jan-07","11-Jan-07","","","","","","","","","15-Feb-07","","","","15-Feb-07","1-Apr-11","29-Apr-11","","","","","","","","","","","ECA,"
"906001152987","Land Degradation","3235","UNDP","UNDP","","ECA","","Kazakhstan","","KZ","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environmental Protection","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3819","","-15-","LD-3;",";17;","","","","","50000","","50000","","","","","","950000","950000","","0","0","","2899200","2899200","2899200","8-Nov-06","","","","3-Sep-08","3-Sep-08","","","","","","","","","","","","","21-Nov-08","31-Mar-12","31-Aug-11","","","31-Dec-12","","","","","","","","ECA,"
"906001152989","Land Degradation","3234","ADB","ADB","","ECA","","Tajikistan","","TJ","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","","-15-","","","","","","","0","","","","","","","","3500000","","3500000","0","","","20660000","","19810000","7-Nov-07","","","28-Aug-06","28-Aug-06","","15-May-08","","","","","","","","29-Jan-07","","","","8-May-09","30-Sep-14","","","","","","","","","","29-Mar-11","","ECA,"
"906001152991","Land Degradation","2862","UNDP","UNDP","","ECA","","Turkmenistan","","TM","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","National Institute of Deserts Flora and Fauna","Institute","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","3188","","-15-","","","","","","","0","","","","","","","","25000","","","","","","","","","1-Jul-05","","","","","","","","","","","","","","1-Nov-07","","","","12-Oct-07","30-Jun-11","31-May-11","","","31-Dec-11","","","","","","","","ECA,"
"906001152993","Land Degradation","2358","World Bank","World Bank","","Asia","","Bhutan","","BT","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture, Dzongkhag and Geog Administrations","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","","87039","-15-4-9-12-","","","","","","","300000","","","300000","","","","","7659000","","7664000","716310","","","8225000","","8225000","3-Oct-03","","1-Jul-05","13-Sep-05","13-Sep-05","","30-Nov-05","","","","","","","","17-Jan-06","","","","17-Feb-06","31-Dec-12","22-Jan-14","","","","","","","","17-Feb-06","31-Dec-08","","Asia,"
"906001152995","Land Degradation","3276","UNDP","UNDP","","LAC","","Peru","","PE","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Provincial Government, Xstarta Trust Fund","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Dirk Gaul","349360","3821","","","LD-2;",";16;","","","","","126575","126575","","","","","","","4000000","","4000000","400000","","412657","16127788","","11526010","26-Oct-06","3-Nov-06","1-Apr-08","24-Apr-08","24-Apr-08","","25-Aug-09","","","","","","","","","","","30-Sep-09","6-May-10","30-Sep-14","","","","31-Dec-16","","","","","","31-Dec-13","","LAC,"
"906001152997","Land Degradation","5823","UNEP","UNEP","","Asia","","Bangladesh","","BD","Land Degradation","L","L","GEF - 5","MSP","Medium Size Project","CEO Approved","GET","GEF Trust Fund","Ministry of Environment and Forest  UNEP Regional office for Asia  ","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ulrich Apel","349360","","","","","","LD-3; ","","","","18265","18265","","","","","1735","","730594","730594","","69406","69406","","3280000","3280000","","30-Apr-14","8-May-14","","","8-May-14","23-May-16","","","","","","","","","","","","","","","","","","","","","","","","","","Asia,"
"906001152999","Land Degradation","3132","IADB","IADB","","LAC","","Haiti","","HT","Multi Focal Area","M","M;C;L;","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mohamed Bakarr","338106","","","-3-15-","LD-2;LD-3;LD-1;CC-6;",";16;17;15;14;","","","","","200000","200000","","","","","","","3436364","","3436364","363636","","363636","18100000","","17650000","22-Jan-08","2-Apr-08","1-Jun-08","28-Jul-08","28-Jul-08","","14-Sep-09","","","","","","","","23-Sep-09","","","30-Oct-09","5-Nov-09","5-May-15","","","","1-Oct-14","","","","","","31-Dec-12","","SIDS,"
"906001153001","Land Degradation","3356","UNDP","UNDP","","AFR","","Namibia","","NA","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","MINISTRIES OF ENVIRONMENT TOURISM (MET); AGRICULTURE, WATER & FORESTRY (MAWF); NAMIBIA NATURE FOUNDATION (NNF)","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","3889","","-15-","","","","","","","0","","","","","","","","7000000","","7000000","","","","34350252","","34350252","14-May-07","","","10-Nov-05","10-Nov-05","","22-Aug-07","","","","","","","","1-Oct-07","","","","1-Oct-07","30-Apr-13","1-Dec-12","","","31-Dec-13","","","","","","","","AFR,"
"906001153003","Land Degradation","3355","UNDP","UNDP","","AFR","","Namibia","","NA","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","MAWF","Government","CPP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3886","","-15-","","","","","","","0","","","","","","","","1000000","1000000","","","","","5795806","5795806","","10-May-07","","","","16-Aug-07","16-Aug-07","","","","","","","","","1-Oct-07","","","","18-Oct-07","31-Dec-11","31-Dec-11","","","31-Dec-12","","","","","","","","AFR,"
"906001153005","Land Degradation","3360","UNDP","UNDP","","AFR","","Seychelles","","SC","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment and Natural Resources (MENR)","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3390","","-15-","LD-2;",";16;","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21-Jun-07","","","","21-Jun-07","1-Jun-11","31-Jul-12","","","","","","","","","","","SIDS,"
"906001153007","Land Degradation","3364","UNDP","UNDP","","AFR","","Eritrea","","ER","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","GoE","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","","2979","","-15-","LD-2;LD-3;",";16;17;","","","","","50000","","50000","","","","","","1820000","","1820000","0","","","2680000","","2250000","5-Nov-07","5-Mar-08","","14-Jun-07","14-Jun-07","","3-Aug-09","","","","","","","","31-Aug-09","","","31-Jul-09","31-Aug-09","30-Jun-14","","","","31-Dec-15","","","","","","31-Dec-13","","AFR,"
"906001153009","Land Degradation","3480","UNDP","UNDP","","AFR","","Comoros","","KM","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Under Implmentation","GET","GEF Trust Fund","Department of the Environment MAPLAE","Government","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","3382","","-15-","","","","","","","0","","","","","","","","","","","","","","","","","26-Sep-07","","","","","","","","","","","","","","5-Dec-07","","","","5-Dec-07","","","","","","","","","","","","","SIDS,"
"906001153011","Land Degradation","3362","IFAD","IFAD","","AFR","","Eritrea","","ER","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Agriculture, Eritrea","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","","","","-15-","LD-1;",";15;","","","","","150000","150000","","","","","","","4350000","","4350000","0","","0","16058375","","21678000","6-Nov-07","17-Dec-07","30-Jun-07","14-Jun-07","14-Jun-07","","3-Apr-09","","","","","","","","","","","15-Jul-10","24-Mar-10","30-Jun-17","","","","1-Dec-15","","","","","","31-Dec-05","","AFR,"
"906001153013","Land Degradation","2794","World Bank","World Bank","","AFR","","Ethiopia","","ET","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Project Completion","GET","GEF Trust Fund","Ministry of Agriculture and Rural Development","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Walter J. Lusigi","","","90789","-15-","LD-2;LD-3;",";16;17;","","","","","350000","","","350000","","","","","9000000","","9000000","0","","0","28800000","","28800000","8-Apr-05","16-Jan-08","","14-Jun-07","14-Jun-07","","3-Apr-08","","","","","","","","29-Apr-08","","","","10-Oct-08","30-Sep-13","30-Sep-13","","","","","","","","","31-Dec-11","8-Apr-11","AFR,"
"906001153015","Land Degradation","3368","AfDB/IFAD","AfDB","IFAD","AFR","","Gambia","","GM","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","DOSA, NEA","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jean-Marc Sinnassamy","298074","","","-15-","LD-2;",";16;","","","","","100000","100000","","","","","","","4400000","","4400000","0","","","14482000","","14479000","6-Nov-07","19-Feb-08","","14-Jun-07","14-Jun-07","","20-Jan-10","","","","","","","","","","","28-Feb-10","24-Jun-11","29-Jun-15","","","","","","","","","","31-Dec-11","","AFR,"
"906001153017","Land Degradation","2402","UNDP","UNDP","","AFR","","Ghana","","GH","Land Degradation","L","L","GEF - 3","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","University of Ghana and Consortium of Partners","Institute","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrea Kutter","","2836","","-15-","","","","","","","0","","","","","","","","945000","","","146000","","","813023","","","10-Oct-03","","","","14-Apr-04","14-Apr-04","","","","","","","","","3-Mar-05","","","","3-Mar-05","1-Mar-09","31-Mar-10","","","31-Dec-11","","","","","3-Mar-05","","","AFR,"
"906001153019","Land Degradation","2355","World Bank","World Bank","","AFR","","Kenya","","KE","Land Degradation","L","L","GEF - 3","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","Kenya Agricultural Research Institute (KARI) and Ministry of Environment; National Resources & Wildlife; NEMA; Kenya Forestry Research Institute(KEFRI); Ministry of Agriculture; Ministry of Livestock Development","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Andrea Kutter","","","88600","-15-","","","","","","","350000","","","350000","","","","","10000000","","10000000","931500","","","72800000","","72800000","2-Oct-03","","1-Nov-05","10-Nov-05","10-Nov-05","","15-Jan-08","","","","","","","","","","","1-Feb-08","18-Nov-10","31-Dec-15","","","","","","","","","","1-Feb-11","","AFR,"
"906001153021","Land Degradation","3372","UNDP","UNDP","","AFR","","Lesotho","","LS","Land Degradation","L","L","GEF - 4","FP","Full Size Project","Under Implmentation","GET","GEF Trust Fund","GoL","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","","3044","","-15-","LD-2;",";16;","","","","","50000","","50000","","","","","","1789000","","1724500","","","","4670000","","4670000","10-Aug-05","16-Jan-08","15-Jun-07","15-Jun-07","15-Jun-07","","11-May-09","","","","","","","","4-Sep-09","","","30-Jul-09","4-Sep-09","1-Dec-14","","","","31-Dec-14","","","","","","31-Dec-12","","AFR,"
"906001153023","Land Degradation","3374","UNDP","UNDP","","AFR","","Madagascar","","MG","Land Degradation","L","L","GEF - 4","MSP","Medium Size Project","Project Completion","GET","GEF Trust Fund","GoM, WWF","Government","SIP","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","349360","3127","","-15-","LD-2;LD-1;",";16;15;","","","","","24490","","24490","","","","","","910000","907750","","0","","","5000000","5207250","","10-May-04","10-Jan-08","","","10-Jan-08","1-Sep-09","","","","","","","","","","","","30-Dec-09","5-Jul-10","31-Dec-11","31-Dec-13","","","","","","","","","30-Dec-11","","AFR,"
