GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
3895,UNEP,UNEP,,ECA,,Albania,,AL,Biodiversity,B,B,BS: Capacity Building for the Implementation of the National Biosafety Framework ,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment, Forestry and Water Administration",Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,,,,,,,0,,,,,,,,558000,557200,,557200,55800,55720,,306600,306600,,20-Feb-09,5-May-09,,,5-May-09,27-May-10,,,,,,,,,,,,30-Oct-10,1-Feb-11,1-Jul-15,,,,,,,,,,30-Oct-12,,"ECA,"
4204,World Bank,World Bank,,ECA,,Russian Federation,Russian Federation,"RU, RU",Biodiversity,B,B,Support to the Global Tiger Summit Hosted by the Russian Federation,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,All Russia Nature Conservation Institute and WWF-Russia,Government,,,0,0,0,0,0,0,0,0,0,0,Yoko Watanabe,226576,,,,BD-1;BD-3;BD-4;BD-5;,;1;3;4;5;,,,,,0,,,,,,,,560000,560000,,560000,56000,56000,,685000,906000,,15-Dec-09,26-Feb-10,,,26-Feb-10,29-Oct-10,,,,,,,,,,,,15-Oct-10,10-Nov-10,31-Mar-11,31-Jul-11,,,,,,,,,,,"ECA,"
3040,UNEP,UNEP,,AFR,,Liberia,,LR,Biodiversity,B,B,BS: Support the Implementation of the National Biosafety Framework of Liberia,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Environmental Protection Agency of Liberia,Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,-3-1-2-4-13-,BD-6;,;6;,,,,,0,,,,,,,,577679,577679,,577679,57768,57767,,530000,530000,,30-Dec-05,11-May-09,,,11-May-09,2-Mar-11,,,,,,,,,26-Jul-11,,,1-Jun-11,1-Jul-11,1-Jul-15,,,,,,,,,,1-Jun-13,,"AFR,"
3674,UNEP,UNEP,,AFR,,Regional,"Ghana, Mali, Nigeria, Senegal, Togo, Congo DR","00, ZR, GH, ML, NG, SN, TG",POPs,P,P,Supporting the Implementation of the Global Monitoring Plan of POPs in West Africa,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Environmental Toxicology and Quality Control Laboratory/Mali (coordination), designated laboratories in participating countries, UNEP Chemicals, WHO, RECETOX",Government,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,231711,,,,POPS-2;,;24;,,,,,0,,,,,,,,530000,583000,,583000,53000,53000,,545000,610600,,29-Feb-08,27-Mar-08,,,27-Mar-08,7-Apr-09,,,,,,,,,10-Jul-09,,,31-Mar-09,1-Jul-09,1-Mar-12,,,,,,,,,,,,"AFR, REG,"
5323,UNIDO,UNIDO,,Asia,,Mongolia,,MN,POPs,P,P,Reduce Exposure of Mercury to Human Health and the Environment by Promoting Sound Chemical Management in Mongolia,GEF - 5,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Nature and Green Development,Government,,,0,0,0,0,0,0,0,0,0,0,Anil Sookdeo,306803,,,,,,CHEM-3; ,;21;,,,0,,,,,,,,600000,600000,,600000,57000,57000,,1569000,1569000,,4-Mar-13,,,,20-Jun-13,20-Jun-13,,,,,,,,,,,,,31-Jul-13,31-Jul-15,,,,,,,,,,,,"Asia,"
8000,UNIDO,UNIDO,,AFR,,Tunisia,,TN,Chemicals and Waste,W,W,Improve Mercury Management in Tunisia,GEF - 6,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,- Directorate General for the Environment and Quality of Life (DGEQV)  - National Sanitary and Environmental Product Control Agency (ANCSEP)  - International Centre for Environmental Technologies of Tunis (CITET)  ,,,,0,0,0,0,0,0,0,0,0,0,Lulwa Ali,306803,,,,,,,,,,0,,,,,,,,600000,600000,,600000,57000,57000,,2350000,2350000,,17-Nov-14,,,,26-Jan-15,26-Jan-15,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
9101,UNIDO,UNIDO,,AFR,,Regional,"Guinea, Mali, Senegal","00, GN, ML, SN",Chemicals and Waste,W,W,Minamata Convention Initial Assessment in Francophone Africa I,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,United Nations Institute for Training and Research (UNITAR); and World Health Organization (WHO),,,,0,0,0,0,0,0,0,0,0,0,Lulwa Ali,,,,,,,,,,,0,,,,,,,,600000,600000,,600000,57000,57000,,175800,175800,,20-Mar-15,,,,19-May-15,19-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR, REG,"
9455,UNEP,UNEP,,LAC,,Regional,"Jamaica, St. Kitts And Nevis, St. Lucia, Trinidad and Tobago","00, TT,JM,KN,LC",Chemicals and Waste,W,W,"Development of Minamata Initial Assessment in the Caribbean (Trinidad and Tobago, Jamaica, St Kitts and Nevis, St Lucia)  ",GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,The Basel Convention Regional Centre for Training and Technology Transfer for the Caribbean (BCRC-Caribbean),Institute,,,0,0,0,0,0,0,0,0,0,0,Evelyn Swain,,,,,,,,,,,0,,,,,,,,600000,600000,,600000,57000,57000,,,,,18-Mar-16,,,,2-Jun-16,2-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS, REG,"
5166,UNDP,UNDP,,Asia,,Fiji,,FJ,Multi Focal Area,M,M,Capacity Building for Mainstreaming MEA Objectives into Inter-ministerial Structures and Mechanisms,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Department of Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,349360,4727,,,,,CD-2; CD-3; ,,,,25000,25000,,,,,2375,,611364,611364,,611364,58079,58079,,1175000,1175000,,25-Sep-12,10-Jun-13,,,10-Jun-13,11-Aug-14,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
3335,UNEP,UNEP,,AFR,,Madagascar,,MG,Biodiversity,B,B,BS Support for Implementation of the National Biosafety Framework of Madagascar,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Env, Forest and Tourism",Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,,BD-3;,;3;,,,,,0,,,,,,,,613850,613850,,613850,61385,61385,,290000,290000,,22-Jan-08,17-Dec-08,,,17-Dec-08,29-Apr-10,,,,,,,,,,,,1-Oct-10,1-Jan-11,1-Mar-16,,,,,,,,,,1-Oct-12,,"AFR,"
4078,UNEP,UNEP,,AFR,,Ethiopia,,ET,Biodiversity,B,B,BS Implementation of Cartagena Protocol on Biosafety through Effective Implementation of National Biosafety Framework,GEF - 4,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,Environmental Protection Authority,Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,,BD-6;,;6;,,,,,20000,20000,,,,,2000,,616000,616000,,616000,61600,61600,,700000,700000,,31-Aug-09,12-Jan-10,,,12-Jan-10,10-Dec-12,,,,,,,,,21-Mar-13,,,1-Oct-12,24-Mar-13,23-Mar-17,,,,,,,,,,1-Oct-14,,"AFR,"
3630,UNEP,UNEP,,LAC,,Guatemala,,GT,Biodiversity,B,B,BS Development of Biosafety Mechanisms to Strengthen the Implementation of the Cartagena Protocol in Guatemala,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Technical Office of Biodiversity (OTECBIO),Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,BD-3;,;3;,,,,,20000,20000,,,,,,,616364,616364,,616364,61636,63636,,490020,684232,,22-Jan-08,2-Jul-08,,,2-Jul-08,8-Apr-10,,,,,,,,,,,,30-Jul-10,11-Aug-10,10-Feb-15,,,,,,,,,,31-Jul-12,,"LAC,"
3045,UNEP,UNEP,,AFR,,Ghana,,GH,Biodiversity,B,B,BS Implementation of the National Biosafety Framework for Ghana,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment, Science and Technology ",Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,378397,,,-1-4-13-2-3-,BD-6;,;6;,,,,,0,,,,,,,,636364,636364,,636364,63636,63636,,800000,800000,,12-Jan-06,19-Mar-09,,,19-Mar-09,27-Feb-12,,,,,,,,,,,,31-Mar-12,2-May-12,1-May-15,,,,,,,,,,31-Aug-13,,"AFR,"
3667,UNEP,UNEP,,AFR,,Rwanda,,RW,Biodiversity,B,B,BS Support to the Implementation of the National Biosafety Framework for Rwanda,GEF - 4,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,"): Ministry of  Environment and Lands (MINELA), Rwanda Environment Management Authority (REMA)",Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,329964,,,,,,,,,,0,,,,,,,,645455,645455,,645455,64545,64545,,969085,969085,,12-Feb-08,12-Jan-10,,,12-Jan-10,21-Mar-12,,,,,,,,,30-Jan-13,,,30-Jun-12,1-Mar-13,1-Mar-17,,,,8-Jan-14,,,,,,30-Jun-14,,"AFR,"
4256,UNEP,UNEP,,CEX,,Global,,1W,Multi Focal Area,M,M,Making Ocean Life Count,GEF - 4,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,Galatee,Private Sector,,,0,0,0,0,0,0,0,0,0,0,Danielius Pivoriunas,284794,,,,,,,,,,0,,,,,,,,650000,650000,,650000,50000,50000,,10300000,10300000,,28-Apr-10,28-Apr-10,,,28-Apr-10,14-May-10,,,,,,,,,8-Oct-10,,,31-May-10,,31-May-11,,,,,,,,,,,,"CEX,"
3627,IFAD,IFAD,,Asia,,Vietnam,,VN,Multi Focal Area,M,M;B;L;,SFM: Promotion of Sustainable Forest and Land Management in the Vietnam Uplands,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Department of Forestry, Ministry of Agriculture and Rural Development",Government,PAN,Child,0,0,0,0,0,0,0,0,0,0,Yoko Watanabe,332198,,,,,,,,,,100000,100000,,,,,,,654545,654545,,654545,75455,75455,,9000000,4989500,,22-Jan-08,6-May-08,1-Apr-08,,6-May-08,15-Sep-09,,,,,,,,,8-Dec-09,,,31-Jul-10,16-Dec-10,30-Jun-14,,,,,,,,,,1-May-11,,"Asia,"
3636,UNEP,UNEP,,Asia,,Cambodia,,KH,Biodiversity,B,B,BS Building Capacity for the Detection and Monitoring of LMOs in Cambodia Biosafety Program,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,BD-3;,;3;,,,,,28000,28000,,,,,2800,,656528,656528,,656528,65653,65653,,1000000,1000000,,22-Jan-08,31-Mar-09,,,31-Mar-09,1-Mar-12,,,,,,,,,,,,31-Mar-11,2-Apr-12,1-Apr-15,,,,,,,,,,30-Sep-12,,"Asia,"
5106,UNDP,UNDP,,Asia,,Bangladesh,,BD,Multi Focal Area,M,M,National Capacity Development for Implementing Rio Conventions Through Environmental Governance   ,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Forests ,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,4884,,,,,CD-4; CD-4; ,,,,25000,25000,,,,,2375,,660000,660000,,660000,62700,62700,,660000,660000,,29-Aug-12,8-Mar-13,,,8-Mar-13,17-Apr-14,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
5822,UNEP,UNEP,,ECA,,Serbia,,YF,Land Degradation,L,L,Enhanced Cross-Sectoral Land Management through Land Use Pressure Reduction and Planning,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Enhanced Cross-Sectoral Land Management through Land Use Pressure Reduction and Planning,Others,,,0,0,0,0,0,0,0,0,0,0,Ulrich Apel,349360,,,,,,LD-3; ,,,,27397,27397,,,,,2603,,661644,661644,,661644,62856,62856,,2900000,5636000,,30-Apr-14,8-May-14,,,8-May-14,1-Jul-15,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
5795,UNIDO,UNIDO,,AFR,,Chad,,TD,Climate Change,C,C,Promoting Energy Efficient Cook Stoves in Micro and Small-scale Food Processing Industries ,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"Agence pour l’Energie Domestique et l’Environnement (AEDE), Ministry of Environment and Fishery ",Government,,,0,0,0,0,0,0,0,0,0,0,David Elrie Rodgers,186795,,,,,,CCM-2; ,,,,0,,,,,,,,665000,665000,,665000,63175,63175,,2600000,2600000,,10-Apr-14,,,,12-Jun-14,12-Jun-14,,,,,,,,,,,,,1-Aug-14,1-Aug-17,,,,,,,,,,,,"AFR,"
3405,UNEP,UNEP,,LAC,,Ecuador,,EC,Biodiversity,B,B,BS Implementation of the National Biosafety Framework,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,-EA-,BD-3;,;3;,,,,,16000,16000,,,,,,,665818,665818,,665818,66582,68182,,660824,1072426,,21-May-07,8-Jul-08,,,8-Jul-08,26-May-10,,,,,,,,,,,,30-Sep-10,16-Dec-10,15-Jun-15,,,,,,,,,,28-Sep-12,,"LAC,"
3628,IFAD,IFAD,,REG,"AFR, Asia",Regional,"Algeria, Egypt, Iran, Jordan, Morocco, Tunisia, Yemen","00, DZ, EG, IR, JO, MA, TN, YE",Land Degradation,L,L,MENARID: Cross Cutting M & E Functions and Knowledge Management for INRM within the MENARID Programme Framework,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,IFAD,Multilateral,PAN,Child,0,0,0,0,0,0,0,0,0,0,Mohamed Bakarr,346313,,,,,,,,,,60000,60000,,,,,6000,,667270,667270,,667270,66727,66727,,1600000,1600000,,22-Jan-08,5-May-08,1-Apr-08,,5-May-08,6-Jul-09,,,,,,,,,,,,31-Jan-11,15-Dec-10,31-Dec-14,,,,,,,,,,30-Jun-13,,"AFR, ECA, REG,"
3557,UNDP,UNDP,,ECA,,Georgia,,GE,Biodiversity,B,B,Catalyzing Financial Sustainability of Georgia’s Protected Area System,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,Ministry of Environmental Protection and Natural Resources,Government,,,0,0,0,0,0,0,0,0,0,0,Mohamed Bakarr,,3957,,,,,,,,,40000,40000,,,,,,,685000,685000,,685000,72500,72500,,5889366,13733836,,27-Nov-07,18-Dec-07,,,18-Dec-07,21-Apr-09,,,,,,,,,,,,30-Jun-09,29-May-09,30-Jun-12,30-Jun-12,,,31-Dec-12,,,,,,31-Dec-11,,"ECA,"
4178,UNIDO,UNIDO,,AFR,,Regional,"Burkina Faso, Burundi, Benin, Cote d'Ivoire, Cabo Verde, Ghana, Gambia, Guinea, Guinea-Bissau, Liberia, Mali, Mauritania, Niger, Nigeria, Sierra Leone, Senegal, Chad, Togo","00, BJ, BF, BI, CV, CI, TD, GM, GH, GN, GW, LR, ML, MR, NE, NG, SN, SL, TG",Climate Change,C,C,"SPWA-CC Promoting Coherence, Integration and Knowledge Management under Energy Component of SPWA",GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,ECOWAS Center on RE and EE  ,Multilateral,PAN,Child,0,0,0,0,0,0,0,0,0,0,Dimitrios Zevgolis,349464,,,,CC-1;CC-2;CC-3;CC-4;CC-5;,;9;10;11;12;13;,,,,,0,,,,,,,,700000,700000,,700000,70000,70000,,700000,790000,,24-Nov-09,26-Jan-10,,,26-Jan-10,11-Jan-11,,,,,,,,,,,,31-Jan-11,22-Feb-11,31-Dec-15,,,,,,,,,,,,"AFR, SIDS, REG,"
4412,UNEP,UNEP,,CEX,,Global,,1W,POPs,P,P,Establishing the tools and methods to include the nine new POPs into the Global Monitoring Plan,GEF - 5,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,UNEP DTIE Chemicals,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,379637,,,,,,CHEM-1; ,,,,0,,,,,,,,700000,700000,,700000,70000,70000,,1516340,1516340,,11-Nov-10,,,,25-Mar-11,25-Mar-11,,,,,,,,,4-Jul-11,,,,4-Jul-11,30-Jun-14,,,,,,,,,,,,"CEX,"
9351,UNEP,UNEP,,LAC,,Honduras,,HN,Chemicals and Waste,W,W,Development of Minamata Initial Assessment and National Action Plan for Artisanal and Small Scale Gold Mining in Honduras,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment of Honduras,Government,,,0,0,0,0,0,0,0,0,0,0,Evelyn Swain,,,,,,,,,,,0,,,,,,,,700000,700000,,700000,66500,66500,,,,,8-Dec-15,,,,12-Jan-16,12-Jan-16,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
9454,UNEP,UNEP,,AFR,,Sierra Leone,,SL,Chemicals and Waste,W,W,Development of Minamata Initial Assessment and National Action Plan for Artisanal and Small Scale Gold Mining in Sierra Leone,GEF - 6,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,UNITAR,Bilateral,,,0,0,0,0,0,0,0,0,0,0,Dustin Schinn,,,,,,,,,,,0,,,,,,,,700000,700000,,700000,66500,66500,,,,,18-Mar-16,,,,1-Jun-16,1-Jun-16,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
5236,UNDP,UNDP,,ECA,,Tajikistan,,TJ,Multi Focal Area,M,M,Strengthening Capacity for an Environmental Information Management and Monitoring System in Tajikistan,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Committee on Environmental Protection,Government,,,0,0,0,0,0,0,0,0,0,0,Maria Del Pilar Barrera Rey,226576,5198,,,,,CD-5; CD-2; CD-4; ,,,,20000,20000,,,,,1900,,700200,700200,,700200,66519,66519,,715000,750000,,8-Jan-13,29-Apr-13,,,29-Apr-13,16-May-14,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
5806,UNEP,UNEP,,AFR,,Congo,,CG,Biodiversity,B,B,Creation of Loungo Bay Marine Protected Area to Support Turtles Conservation in Congo ,GEF - 5,MSP,Medium Size Project,PIF Approved,GET,GEF Trust Fund,"Department of Forestry, Ministry of Forestry and Sustainable Development",Government,,,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,495478,,,,,,BD-1; ,,,,54795,54795,,,,,5205,,712329,712329,,712329,67671,67671,,2600000,2635000,,17-Apr-14,16-Jun-14,,,16-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
3629,UNEP,UNEP,,LAC,,Costa Rica,,CR,Biodiversity,B,B,BS Implementation of the National Biosafety Framework,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,The National Technical Commission for Biosafety (CTNBio),Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,BD-3;,;3;,,,,,8400,8400,,,,,,,718873,718873,,718873,72727,72727,,750102,762232,,22-Jan-08,21-Oct-08,,,21-Oct-08,18-Jun-10,,,,,,,,,,,,31-Aug-10,11-Oct-10,31-Mar-14,31-Mar-14,,,,,,,,,29-Feb-12,,"LAC,"
4410,UNIDO,UNIDO,,CEX,,Global,,1W,POPs,P,P,Development of the Guidelines for updating of National Implementation Plans (NIPs) under the Stockholm Convention taking into account the new POPs added to the Convention,GEF - 5,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Secretariat of the Stockholm Convention, UNITAR",Multilateral,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,379637,,,,,,CHEM-4; ,,,,0,,,,,,,,719000,719000,,719000,71900,71900,,1022700,1022700,,4-Nov-10,,,,9-Feb-11,9-Feb-11,,,,,,,,,,,,,19-Apr-11,30-Sep-14,30-Mar-13,,,,,,,,,30-Sep-12,30-Sep-12,"CEX,"
2557,UNDP,UNDP,,CEX,,Global,,1W,Climate Change,C,C,Adaptation Learning Mechanism: Learning by Doing,GEF - 3,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,UNOPS,Multilateral,,,0,0,0,0,0,0,0,0,0,0,Bonizella Biagini,,3257,,-SPA-,,,,,,,0,,,,,,,,723600,723600,,723600,65124,65124,,645000,645000,,31-Dec-04,,,,12-Jul-05,12-Jul-05,,,,,,,,,,,,,18-Jul-08,31-Dec-09,31-Dec-10,,,31-Dec-11,,,,,,,,"CEX,"
4210,World Bank,World Bank,,Asia,,Thailand,,TH,Climate Change,C,C,Sustainable Urban Transport in Chiang Mai,GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,"Chiang Mai City Municipality (CMM), Office Of Transport and Traffic Policy and Planning (OTP),and German Technical Cooperation (GTZ)",Government,,,0,0,0,0,0,0,0,0,0,0,Osamu Mizuno,,,121162,-11-,CC-5;,;13;,,,,,0,,,,,,,,729630,729630,,729630,72963,72963,,1077750,1765477,,23-Dec-09,28-Jan-10,,,28-Jan-10,14-Jun-11,,,,,,,,,29-Jul-11,,,31-Jul-11,23-Feb-12,31-Mar-14,31-Mar-14,,,,,,,,,,,"Asia,"
5823,UNEP,UNEP,,Asia,,Bangladesh,,BD,Land Degradation,L,L,Establishing National Land Use and Land Degradation Profile toward Mainstreaming Sustainable Land Management Practices in Sector Policies – ENALULDEP/SLM,GEF - 5,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Forest  UNEP Regional office for Asia  ,Government,,,0,0,0,0,0,0,0,0,0,0,Ulrich Apel,349360,,,,,,LD-3; ,,,,18265,18265,,,,,1735,,730594,730594,,730594,69406,69406,,3280000,3280000,,30-Apr-14,8-May-14,,,8-May-14,23-May-16,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
5863,UNEP,UNEP,,Asia,,Regional,"Cambodia, Philippines, Pakistan","00, KH, PK, PH",POPs,P,P,Development of Minamata Initial Assessment in Three Asian Countries,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment Cambodia  Ministry of Climate Change Pakistan  Department of Environment and Natural Resources Philippines  ,Government,,,0,0,0,0,0,0,0,0,0,0,Hiroaki Takiguchi,306803,,,,,,,;21;,,,0,,,,,,,,730594,730594,,730594,69406,69406,,1702084,1702084,,2-Jun-14,,,,13-Jun-14,13-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia, REG,"
5879,UNEP,UNEP,,LAC,,Regional,"Bolivia, Chile, Dominican Republic, Paraguay","00, BO, CL, DO, PY",POPs,P,P,Development of Minamata Initial Assessment in LAC ,GEF - 5,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Basel Convention Coordinating Centre-Stockholm Convention Regional Centre for Latin America and the Caribbean Region (BCCC-SCRC),,,,0,0,0,0,0,0,0,0,0,0,Ibrahima Sow,464264,,,,,,,;21;,,,0,,,,,,,,730594,730594,,730594,69406,69406,,935000,935000,,9-Jun-14,,,,12-Jun-14,12-Jun-14,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC, SIDS, REG,"
2331,"UNDP/UNEP,UNIDO,World Bank",UNDP,"UNEP,UNIDO,World Bank",ECA,,Regional,"Azerbaijan, Bulgaria, Belarus, Hungary, Kazakhstan, Lithuania, Latvia, Poland, Russian Federation, Slovak Republic, Tajikistan, Ukraine, Uzbekistan","00, AZ, BY, HU, BG, KZ, LV, LT, PL, RU, SK, TJ, UA, UZ",Ozone Depleting Substances,O,O,"Preparing for HCFC phase out in CEITs: needs, benefits and potential synergies with other MEAs",GEF - 4,MSP,Medium Size Project,Project Completion,GET,GEF Trust Fund,NOUs of countries,Government,,,0,0,0,0,0,0,0,0,0,0,Laurent Granier,,3597,,,POPS-1;,;23;,,,,,0,,,,,,,,695000,745000,,745000,69500,74500,,450000,535000,,17-Aug-07,27-Mar-08,,,27-Mar-08,15-Apr-08,,,,,,,,,8-Jan-09,,,,15-Sep-08,30-Sep-10,30-Jun-11,,,31-Dec-12,,,,,,,,"ECA, REG,"
3730,UNEP,UNEP,,Asia,,Iran,,IR,Biodiversity,B,B,BS: Building National Capacity to Implement the National Biosafety Framework of Islamic Republic of Iran and the Cartagena Protocol on Biosafety,GEF - 4,MSP,Medium Size Project,CEO Approved,GET,GEF Trust Fund,"Department of Environment, Iran",Government,PAN,Child,1,0,0,0,0,0,0,0,0,0,Jaime Cavelier,,,,,BD-6;,;6;,,,,,0,,,,,,,,749000,749000,,749000,74900,74900,,851000,851000,,19-Aug-08,6-Jul-09,,,6-Jul-09,19-Sep-11,,,,,,,,,,,,30-Nov-11,,31-Oct-14,,,,,,,,,,31-Mar-13,,"ECA,"
3853,UNEP,UNEP,,Asia,,Regional,"Brunei, Indonesia, Cambodia, Lao PDR, Myanmar, Malaysia, Philippines, Singapore, Thailand, Timor Leste, Vietnam","00, KH, ID, LA, MY, MM, PH, TH, VN, TP, BN, SG",Biodiversity,B,B,Building Capacity for Regionally Harmonized National Processes for Implementing CBD Provisions on Access to Genetic Resources and Sharing of Benefits,GEF - 4,MSP,Medium Size Project,Under Implmentation,GET,GEF Trust Fund,"ASEAN Secretariat, ASEAN Centre for Biodiversity (ACB), United Nations University Institute of Advanced Studies (UNU-IAS)",Multilateral,,,0,0,0,0,0,0,0,0,0,0,Jaime Cavelier,66996,,,,BD-8;,;8;,,,,,0,,,,,,,,750000,750000,,750000,75000,75000,,750000,750000,,3-Dec-08,11-May-09,,,11-May-09,16-Mar-11,,,,,,,,,,,,31-May-11,1-Aug-11,1-Jan-14,,,,,,,,,,30-Apr-12,,"Asia, SIDS, REG,"
